"","decimallongitude","decimallatitude","DOI","Year","Paper_ID","Rhodolith.beds","Chemical.ecology","Reproduction","Holobiont","Deep.reefs","Climate.change","Fisheries","Methods","Taxonomy...Systematics","Macroalgae...Herbivory","Habitat.structure","Oceanic.islands","Trophic.ecology...Nursery.habitats","Geomorphology...Paleontology","Oceanography...Productivity","Demography","Anthozoan.biology","Hydrodynamics","Fish.interactions","Invasive.species","Biogeography...Phylogeography","Tourism...Pollution","Distribution.limits","Cytogenetics","Conservation...Management","pts_mpas","data","PAPER_ID","Institution.corresponnding","Region"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.46",-37.767,-1.95,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.47",-37.767,-1.967,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.48",-41.017,-2,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.49",-34.783,-7.658,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"¡REA DE PROTE«√O AMBIENTAL DE SANTA CRUZ","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.50",-32.411,-3.84,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"¡REA DE PROTE«√O AMBIENTAL DE FERNANDO DE NORONHA","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.51",-34.783,-7.683,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.52",-34.884,-8.235,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.53",-34.885,-8.319,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.54",-35.001,-8.667,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"¡REA DE PROTEÁ„O AMBIENTAL MARINHA RECIFES SERRAMBI","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.55",-34.802,-8.068,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.56",-34.852,-8.083,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.57",-34.883,-8.152,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.58",-34.917,-8.267,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.59",-34.868,-8.202,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.60",-34.835,-8.235,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.61",-34.267,-8.267,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.62",-34.885,-8.269,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.63",-35.511,-9.617,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"¡REA DE PROTE«√O AMBIENTAL COSTA DOS CORAIS","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.64",-35.494,-9.769,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.65",-35.578,-9.769,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.66",-50.333,3.925,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.67",-50.334,3.918,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.68",-46.667,0.217,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.69",-47.283,-0.417,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.70",-48.255,-0.503,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.71",-44.667,-0.617,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.73",-38.667,-1.467,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.74",-47.401,1.535,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.75",-47.567,1.533,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.76",-40.558,-2.25,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.77",-34.8,-7.6,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"¡REA DE PROTE«√O AMBIENTAL DE SANTA CRUZ","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.78",-34.823,-7.727,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"¡REA DE PROTE«√O AMBIENTAL DE SANTA CRUZ","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.79",-34.8,-7.733,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"¡REA DE PROTE«√O AMBIENTAL DE SANTA CRUZ","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.80",-34.82,-7.817,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.81",-34.817,-7.833,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.82",-34.7,-7.836,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.83",-34.75,-8.152,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.84",-34.752,-8.152,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.85",-34.7,-8.167,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.86",-34.851,-8.167,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.87",-34.967,-8.5,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.88",-34.917,-8.785,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"¡REA DE PROTE«√O AMBIENTAL COSTA DOS CORAIS","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.89",-38.153,-1.633,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.90",-44.635,0.618,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,NA,"function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
"http://dx.doi.org/10.1590/2358-2936e2017026.extracted_coords.91",-33.667,-3.8,"http://dx.doi.org/10.1590/2358-2936e2017026",2017,"SILVA ES 2017 NAUPLIUS",0.017806268,0.017806268,0.036324786,0.027065527,0.017806268,0.017806268,0.017806268,0.036324786,0.332621083,0.027065527,0.017806268,0.036324786,0.017806268,0.045584046,0.027065527,0.027065527,0.027065527,0.082621083,0.017806268,0.017806268,0.017806268,0.017806268,0.027065527,0.036324786,0.017806268,"RESERVA BIOL”GICA ATOL DAS ROCAS","function","SILVA ES 2017 NAUPLIUS","UNIV FED PERNAMBUCO UFPE","Northeastern"
